open,close,high,low,volume,price_change,price_limit,volume_change,volume_limit,amplitude,difference,time
343.29,341.18,343.29,341,10432,-2.82,-0.008197674,1427,0.158467518,0.006656977,-0.006133721,2021/1/29 13:29
341.36,342,342.91,341.19,6931,0.82,0.002403423,-3501,-0.335601994,0.005041327,0.001875843,2021/1/29 13:30
342.86,343,344,342.86,12721,1,0.002923977,5790,0.83537729,0.003333333,0.000409357,2021/1/29 13:31
343.39,343.72,344,342,14989,0.72,0.002099125,2268,0.17828787,0.005830904,0.000962099,2021/1/29 13:32
344.95,355,355,344.95,68871,11.28,0.03281741,53882,3.594769498,0.029238915,0.029238915,2021/1/29 13:33
354.68,342,354.68,342,22298,-13,-0.036619718,-46573,-0.67623528,0.03571831,-0.03571831,2021/1/29 13:34
342.01,347.81,348,342,9175,5.81,0.016988304,-13123,-0.588528119,0.01754386,0.016959064,2021/1/29 13:35
347.94,352.94,352.94,346.5,30938,5.13,0.014749432,21763,2.371989101,0.018515856,0.014375665,2021/1/29 13:36
352.3,351,354,351,28855,-1.94,-0.005496685,-2083,-0.067328205,0.008500028,-0.003683346,2021/1/29 13:37
351,357.79,358,351,44805,6.79,0.019344729,15950,0.552763819,0.01994302,0.019344729,2021/1/29 13:38
357.53,349.95,380.01,313,59372,-7.84,-0.021912295,14567,0.325119964,0.187288633,-0.021185612,2021/1/29 13:39
350,355,355.75,349.67,17718,5.05,0.014430633,-41654,-0.701576501,0.017373911,0.014287755,2021/1/29 13:40
353.85,353.98,354,350.5,19182,-1.02,-0.002873239,1464,0.082627836,0.009859155,0.000366197,2021/1/29 13:41
353.98,353.24,354.34,352,8413,-0.74,-0.002090514,-10769,-0.56141174,0.006610543,-0.002090514,2021/1/29 13:42
352.17,354.24,356,351.02,23609,1,0.002830936,15196,1.806252229,0.014098064,0.005860039,2021/1/29 13:43
352.76,352,355.72,352,14219,-2.24,-0.006323397,-9390,-0.397729679,0.010501355,-0.002145438,2021/1/29 13:44
352.05,352,354.77,351,19304,0,0,5085,0.357620086,0.010710227,-0.000142045,2021/1/29 13:45
351.68,353.25,353.85,351.68,12661,1.25,0.003551136,-6643,-0.34412557,0.006164773,0.004460227,2021/1/29 13:46
353.8,355.94,358.17,352.87,29386,2.69,0.007615004,16725,1.320985704,0.015003539,0.006058033,2021/1/29 13:47
357.03,365.17,366,357.01,58680,9.23,0.025931337,29294,0.996869257,0.025257066,0.022869023,2021/1/29 13:48
365.46,361.3,365.46,360.0001,41387,-3.87,-0.010597804,-17293,-0.294700068,0.014951666,-0.011391954,2021/1/29 13:49
360.79,356.63,363,353.3,32912,-4.67,-0.012925547,-8475,-0.204774446,0.026847495,-0.011513977,2021/1/29 13:50
357.05,352.44,358,352.44,24448,-4.19,-0.011748871,-8464,-0.257170637,0.015590388,-0.012926563,2021/1/29 13:51
352.46,351.97,356.91,351.56,21334,-0.47,-0.00133356,-3114,-0.127372382,0.015179889,-0.001390308,2021/1/29 13:52
351.43,349.47,353,349.47,35541,-2.5,-0.007102878,14207,0.665932315,0.010029264,-0.005568656,2021/1/29 13:53
349.55,352.99,354.94,349,21408,3.52,0.010072395,-14133,-0.397653414,0.016997167,0.009843477,2021/1/29 13:54
352.78,348,352.99,348,18382,-4.99,-0.014136378,-3026,-0.141349028,0.014136378,-0.01354146,2021/1/29 13:55
348,344.9999,350,344.5,15747,-3.0001,-0.008620977,-2635,-0.143346752,0.015804598,-0.008620977,2021/1/29 13:56
344.33,349.21,350,344,21333,4.2101,0.012203192,5586,0.354734235,0.017391309,0.014144932,2021/1/29 13:57
350,353.9,354.33,350,26891,4.69,0.013430314,5558,0.260535321,0.012399416,0.011168065,2021/1/29 13:58
353.1,362.79,363.01,353.1,46032,8.89,0.02512009,19141,0.711799487,0.028002261,0.027380616,2021/1/29 13:59
363.01,377.95,378.37,354.7,103718,15.16,0.04178726,57686,1.253171707,0.065244356,0.041180848,2021/1/29 14:00
378.28,388,388,370.01,125057,10.05,0.026590819,21339,0.205740566,0.047598889,0.025717688,2021/1/29 14:01
387.98,382.04,389,373,90693,-5.96,-0.015360825,-34364,-0.274786697,0.041237113,-0.015309278,2021/1/29 14:02
382.48,377.89,385,377.89,49008,-4.15,-0.010862737,-41685,-0.459627535,0.018610617,-0.012014449,2021/1/29 14:03
379,383,386,378,73458,5.11,0.013522454,24450,0.498898139,0.021170182,0.010585091,2021/1/29 14:04
382.96,369.9399,384.99,369,53716,-13.0601,-0.034099478,-19742,-0.268752212,0.041749347,-0.033995039,2021/1/29 14:05
368,375.99,377,366.06,36390,6.0501,0.016354278,-17326,-0.322548217,0.029572371,0.021598103,2021/1/29 14:06
376.1,372.45,376.69,372.2101,29604,-3.54,-0.009415144,-6786,-0.186479802,0.011914945,-0.009707705,2021/1/29 14:07
373.94,377.6,379,373.75,28458,5.15,0.013827359,-1146,-0.038710985,0.014095852,0.009826822,2021/1/29 14:08
378.64,378.14,379,374.78,30882,0.54,0.001430085,2424,0.085178157,0.011175847,-0.001324153,2021/1/29 14:09
378.09,377,381.99,372,55129,-1.14,-0.003014756,24247,0.785149926,0.026418787,-0.00288253,2021/1/29 14:10
375.79,378.6,379.05,373.25,18396,1.6,0.004244032,-36733,-0.666309928,0.015384615,0.007453581,2021/1/29 14:11
378,378.07,379.95,377.21,18043,-0.53,-0.001399894,-353,-0.019188954,0.00723719,0.000184892,2021/1/29 14:12
378.01,374,380,374,45466,-4.07,-0.010765202,27423,1.519869201,0.015870077,-0.010606501,2021/1/29 14:13
375,369.02,375,369.02,28031,-4.98,-0.013315508,-17435,-0.383473365,0.015989305,-0.015989305,2021/1/29 14:14
369.715,378,379,369.42,33375,8.98,0.024334724,5344,0.19064607,0.025960653,0.022451358,2021/1/29 14:15
378,378,384,377,68120,0,0,34745,1.041048689,0.018518519,0,2021/1/29 14:16
379.96,385.97,386,379.96,49534,7.97,0.021084656,-18586,-0.272842043,0.015978836,0.015899471,2021/1/29 14:17
385.04,383,385.97,380,47764,-2.97,-0.007694899,-1770,-0.035733032,0.015467523,-0.005285385,2021/1/29 14:18
384.99,389,389,384.21,49284,6,0.015665796,1520,0.03182313,0.012506527,0.010469974,2021/1/29 14:19
388.97,386.7,390,382,80965,-2.3,-0.005912596,31681,0.642825258,0.020565553,-0.005835476,2021/1/29 14:20
386.7,385,388,382,34058,-1.7,-0.004396173,-46907,-0.579349101,0.015515904,-0.004396173,2021/1/29 14:21
385.99,385.0701,386.99,384.01,23400,0.0701,0.000182078,-10658,-0.312936755,0.00774026,-0.002389351,2021/1/29 14:22
386,381.25,386.9999,380,33025,-3.8201,-0.009920531,9625,0.411324786,0.018178249,-0.012335416,2021/1/29 14:23
382.64,383.43,385,382,13526,2.18,0.005718033,-19499,-0.590431491,0.007868852,0.002072131,2021/1/29 14:24
384.68,379.75,384.68,377,35656,-3.68,-0.00959758,22130,1.636108236,0.020029732,-0.012857627,2021/1/29 14:25
378.67,381.3,383.21,378,30727,1.55,0.004081633,-4929,-0.138237604,0.013719552,0.006925609,2021/1/29 14:26
382.86,377,383,377,37871,-4.3,-0.01127721,7144,0.232499105,0.015735641,-0.015368476,2021/1/29 14:27
378.19,381.08,381.99,377,25427,4.08,0.010822281,-12444,-0.328589158,0.013236074,0.007665782,2021/1/29 14:28
381,381.43,387,376.01,85632,0.35,0.000918442,60205,2.367758682,0.028839089,0.001128372,2021/1/29 14:29
379.71,392.4971,399.9499,377,1200118,11.0671,0.02901476,1114486,13.0148309,0.060168052,0.033524107,2021/1/29 14:30
394.9399,372.17,413.98,371.86,632431,-20.3271,-0.051789172,-567687,-0.473025986,0.107312895,-0.058012913,2021/1/29 14:31
371.8138,354.35,374.9899,354.35,232974,-17.82,-0.047881345,-399457,-0.631621473,0.055458258,-0.046924255,2021/1/29 14:32
367.45104,350.606,370.26492,349.42002,247692,-3.744,-0.010565825,14718,0.063174431,0.058825737,-0.047537858,2021/1/29 14:33
363.08828,346.862,365.53994,344.49004,262410,-3.744,-0.010678654,14718,0.059420571,0.060038619,-0.046280668,2021/1/29 14:34
358.72552,343.118,360.81496,339.56006,277128,-3.744,-0.010793918,14718,0.056087802,0.061277684,-0.044996339,2021/1/29 14:35
354.36276,339.374,356.08998,334.63008,291846,-3.744,-0.010911698,14718,0.053109033,0.06254379,-0.04368398,2021/1/29 14:36
350,335.63,351.365,329.7001,306564,-3.744,-0.011032077,14718,0.050430707,0.063837831,-0.042342666,2021/1/29 14:37
329.71,303.5997,340.5,301.5,587830,-32.0303,-0.095433364,281266,0.917478895,0.116199386,-0.077794893,2021/1/29 14:38
308.8031,333.0001,336.84,291.57,494031,29.4004,0.096839358,-93799,-0.159568243,0.149110819,0.079700342,2021/1/29 14:39
334.96,314.4413,340,310.0201,312806,-18.5588,-0.055732115,-181225,-0.366829207,0.090029703,-0.061617699,2021/1/29 14:40
314.4413,322,330,310.01,202625,7.5587,0.024038509,-110181,-0.352234292,0.063573074,0.024038509,2021/1/29 14:41
324.761,336.26,337,323.1643,192268,14.26,0.044285714,-10357,-0.051114127,0.042968012,0.03571118,2021/1/29 14:42
337.12,331.1901,339,325.5201,193555,-5.0699,-0.015077321,1287,0.006693782,0.04008773,-0.017634866,2021/1/29 14:43
334.61,345.81,346.1,333,228481,14.6199,0.04414353,34926,0.180444835,0.039554322,0.033817436,2021/1/29 14:44
343.573,348.99,350,336.01,193905,3.18,0.009195801,-34576,-0.15132987,0.040455742,0.015664671,2021/1/29 14:45
348.8241,360.001,364.9999,342.1301,336978,11.011,0.031551047,143073,0.73785101,0.065531391,0.032026419,2021/1/29 14:46
361.6181,355,363.86,350.2401,211251,-5.001,-0.013891628,-125727,-0.373101508,0.03783295,-0.01838356,2021/1/29 14:47
360.1329,348.9701,360.1329,333,247304,-6.0299,-0.016985634,36053,0.170664281,0.076430704,-0.031444507,2021/1/29 14:48
349.4499,339.9801,349.4499,336.1501,124572,-8.99,-0.025761519,-122732,-0.496279882,0.038111575,-0.027136422,2021/1/29 14:49
340.41,335,344,335,123263,-4.9801,-0.01464821,-1309,-0.010507979,0.026472138,-0.015912696,2021/1/29 14:50
335,337.995,344.99,333,139584,2.995,0.008940299,16321,0.132407941,0.035791045,0.008940299,2021/1/29 14:51
338.9699,328.4439,338.9699,326,151800,-9.5511,-0.02825811,12216,0.087517194,0.038373053,-0.031142473,2021/1/29 14:52
328.0244,335.0758,337.0861,327.0101,119597,6.6319,0.020191881,-32203,-0.212140975,0.030677994,0.021469115,2021/1/29 14:53
336,332.2303,338,326.01,129011,-2.8455,-0.008492108,9414,0.078714349,0.035782948,-0.01125029,2021/1/29 14:54
332.064,329.8112,338,327.01,121303,-2.4191,-0.007281395,-7708,-0.059746843,0.033079463,-0.006780838,2021/1/29 14:55
329,334,339,329,120074,4.1888,0.0127006,-1229,-0.010131654,0.030320377,0.015160189,2021/1/29 14:56
332.8808,330,337.2999,329,121096,-4,-0.011976048,1022,0.008511418,0.02485,-0.00862515,2021/1/29 14:57
329.19,321.01,334,320,179396,-8.99,-0.027242424,58300,0.481436216,0.042424242,-0.024787879,2021/1/29 14:58
321.01,317.37,323.6499,304,244571,-3.64,-0.011339211,65175,0.363302415,0.061212735,-0.011339211,2021/1/29 14:59
317.7093,310.01,320,310,156721,-7.36,-0.023190598,-87850,-0.359200396,0.031508964,-0.024259697,2021/1/29 15:00
310.9405,305.15,316.5138,305.01,172871,-4.86,-0.015676914,16150,0.103049368,0.037107835,-0.01867843,2021/1/29 15:01
305.1101,307.3982,313.9599,305,198877,2.2482,0.007367524,26006,0.150435874,0.029362281,0.00749828,2021/1/29 15:02
306.25,306.8246,308,291,367249,-0.5736,-0.001865984,168372,0.846613736,0.055302861,0.001869237,2021/1/29 15:03
306.0998,327,330.01,305.2907,266200,20.1754,0.065755484,-101049,-0.275151192,0.080564922,0.068117745,2021/1/29 15:04
326.8901,319.4943,329.4816,315.99,160960,-7.5057,-0.022953211,-105240,-0.395341848,0.041258716,-0.022617125,2021/1/29 15:05
322.5,307.17,325.2496,307.17,128262,-12.3243,-0.038574397,-32698,-0.203143638,0.056588177,-0.047982077,2021/1/29 15:06
306.3601,313.9685,317.08,306.36,83869,6.7985,0.022132695,-44393,-0.346111865,0.034899241,0.024769346,2021/1/29 15:07
313.6326,317.0599,318.8616,313.2801,65281,3.0914,0.009846211,-18588,-0.221631354,0.017777261,0.010916063,2021/1/29 15:08
315.4758,310.35,316.9986,310.35,83501,-6.7099,-0.021162878,18220,0.279101117,0.020969539,-0.016166661,2021/1/29 15:09
312.36,318,320,310,123087,7.65,0.024649589,39586,0.474078155,0.032221685,0.01817303,2021/1/29 15:10
318.54,314.9999,323.33,311.5001,127861,-3.0001,-0.009434277,4774,0.038785574,0.037200943,-0.01113239,2021/1/29 15:11
311.5001,317.1351,319.5,311.5001,60820,2.1352,0.006778415,-67041,-0.524327199,0.025396516,0.017888895,2021/1/29 15:12
316.9301,314.0635,320,313.51,80408,-3.0716,-0.009685462,19588,0.32206511,0.020464465,-0.00903905,2021/1/29 15:13
314.0601,314.91,320,314.0601,86719,0.8465,0.002695315,6311,0.078487215,0.018913054,0.002706141,2021/1/29 15:14
315.85,311.47,317.9601,310,99242,-3.44,-0.010923756,12523,0.144408953,0.025277381,-0.013908736,2021/1/29 15:15
311.8,311.6147,316,310,84852,0.1447,0.000464571,-14390,-0.144999093,0.019263492,-0.000594921,2021/1/29 15:16
313.5599,309.6056,316.89,308.2701,113446,-2.0091,-0.006447385,28594,0.336986753,0.027662045,-0.012689709,2021/1/29 15:17
309.49,308.0147,309.49,292.1401,337199,-1.5909,-0.005138473,223753,1.972330448,0.056038715,-0.004765095,2021/1/29 15:18
305.3616,306.0531,310,303.5401,86521,-1.9616,-0.006368527,-250678,-0.743412644,0.0209727,0.002245023,2021/1/29 15:19
306.0531,313.1,313.1,305.88,96546,7.0469,0.023025089,10025,0.115867824,0.023590678,0.023025089,2021/1/29 15:20
313.5,311.9999,339.987,310,78771,-1.1001,-0.003513574,-17775,-0.184109129,0.095774513,-0.004791121,2021/1/29 15:21
311.5,323.38,324.5499,310.7001,195623,11.3801,0.036474691,116852,1.483439337,0.044390399,0.038076935,2021/1/29 15:22
323.35,316.91,327.04,316.1801,184464,-6.47,-0.020007422,-11159,-0.057043395,0.033582473,-0.019914651,2021/1/29 15:23
316.66,319.6063,320,316,65432,2.6963,0.008508094,-119032,-0.645285801,0.01262188,0.009296961,2021/1/29 15:24
319.8,315.53,319.8,310,137751,-4.0763,-0.012754129,72319,1.10525431,0.030662725,-0.013360187,2021/1/29 15:25
315.98,313.01,315.9999,310,60536,-2.52,-0.007986562,-77215,-0.560540395,0.019015308,-0.009412734,2021/1/29 15:26
313.29,310.0001,315.7599,310,70636,-3.0099,-0.009615987,10100,0.16684287,0.018401649,-0.010510527,2021/1/29 15:27
310,313.2,314.98,310,55398,3.1999,0.010322255,-15238,-0.215725692,0.016064511,0.010322577,2021/1/29 15:28
313.8599,315,315,312.06,51528,1.8,0.005747126,-3870,-0.069858118,0.009386973,0.003640166,2021/1/29 15:29
315,312.7999,316.88,310,89920,-2.2001,-0.006984444,38392,0.745070641,0.02184127,-0.006984444,2021/1/29 15:30
312.82,309.55,312.9999,305,132262,-3.2499,-0.010389709,42342,0.470885231,0.025575136,-0.010453968,2021/1/29 15:31
309.86,310.11,315,309.5,71609,0.56,0.001809078,-60653,-0.458582208,0.017767727,0.000807624,2021/1/29 15:32
311.9999,305.45,311.9999,303.0398,105614,-4.66,-0.015026926,34005,0.474870477,0.028893296,-0.021121215,2021/1/29 15:33
305.99,307.9999,309.05,305.01,56750,2.5499,0.008348011,-48864,-0.462665934,0.013226387,0.006580128,2021/1/29 15:34
307.8621,310.5,313,306,98129,2.5001,0.00811721,41379,0.729145374,0.02272728,0.008564613,2021/1/29 15:35
310.9651,310.27,312.48,310.01,64562,-0.23,-0.000740741,-33567,-0.342070132,0.007954911,-0.002238647,2021/1/29 15:36
310.1,318.4399,318.45,310.1,116923,8.1699,0.026331582,52361,0.811018866,0.026912044,0.026879492,2021/1/29 15:37
318.18,317.9,319,313.45,67632,-0.5399,-0.001695453,-49291,-0.421568041,0.01742872,-0.000879287,2021/1/29 15:38
318.18,317.0001,330,317.0001,301517,-0.8999,-0.002830764,233885,3.45820026,0.040893048,-0.003711545,2021/1/29 15:39
317.2157,321.51,322.9899,316,78672,4.5099,0.014226809,-222845,-0.739079389,0.022050151,0.013546683,2021/1/29 15:40
321.51,324.0874,325.3899,321.0495,101426,2.5774,0.008016547,22754,0.289226154,0.013500047,0.008016547,2021/1/29 15:41
324.1039,327.1799,328.91,324.1039,117540,3.0925,0.009542179,16114,0.15887445,0.014829642,0.009491267,2021/1/29 15:42
328.3499,333.3301,334.08,327.0001,210487,6.1502,0.01879761,92947,0.7907691,0.021639165,0.015221595,2021/1/29 15:43
333.4304,329.5486,334.22,321,176743,-3.7815,-0.01134461,-33744,-0.160313939,0.039660385,-0.011645513,2021/1/29 15:44
328.0806,330.9299,335,328.0806,111617,1.3813,0.004191491,-65126,-0.368478525,0.0209966,0.008646069,2021/1/29 15:45
330,324.7849,333.23,323,107965,-6.145,-0.018568887,-3652,-0.03271903,0.030912891,-0.015758927,2021/1/29 15:46
324.71,328.12,331,324.3149,84278,3.3351,0.010268642,-23687,-0.219395174,0.020583161,0.010499257,2021/1/29 15:47
328.8847,333.5452,333.5452,328.2578,84637,5.4252,0.016534195,359,0.004259712,0.016114227,0.014203645,2021/1/29 15:48
333.5453,334.48,338.95,333.0001,173681,0.9348,0.002802619,89044,1.052069426,0.017838362,0.002802319,2021/1/29 15:49
334.26,337.9,339.88,333.3501,129512,3.42,0.010224827,-44169,-0.254311065,0.019522542,0.010882564,2021/1/29 15:50
339,343.87,343.99,337.46,194594,5.97,0.017667949,65082,0.502517141,0.019325244,0.014412548,2021/1/29 15:51
343.52,346.9499,346.99,341,186936,3.0799,0.008956582,-7658,-0.039353731,0.017419374,0.009974409,2021/1/29 15:52
346.95,340.3581,347,335.5,203058,-6.5918,-0.018999285,16122,0.08624342,0.033145996,-0.018999573,2021/1/29 15:53
340.9999,339.8209,341.73,338.0001,93025,-0.5372,-0.001578338,-110033,-0.54187966,0.010958752,-0.003463999,2021/1/29 15:54
339.4035,332.2696,340,330,156870,-7.5513,-0.022221411,63845,0.686320881,0.029427266,-0.020993117,2021/1/29 15:55
332.425,333.1062,335.6599,330,75723,0.8366,0.002517835,-81147,-0.5172882,0.017034059,0.002050142,2021/1/29 15:56
333.4,335.65,335.66,332.3956,64764,2.5438,0.007636604,-10959,-0.144724852,0.009799878,0.006754603,2021/1/29 15:57
335.65,335.55,337.99,334.6201,87945,-0.1,-0.000297929,23181,0.357930332,0.010039923,-0.000297929,2021/1/29 15:58
335.5,334.62,336.66,332.2001,74056,-0.93,-0.002771569,-13889,-0.157928251,0.013291313,-0.00262256,2021/1/29 15:59
335.5999,335.2601,338.7499,334.7334,67614,0.6401,0.001912916,-6442,-0.086988225,0.012003168,-0.00101548,2021/1/29 16:00
335.4731,337.2,338.4499,335.4724,41864,1.9399,0.005786254,-25750,-0.380838288,0.008881164,0.005150926,2021/1/29 16:01
338,335.0452,338.9,335,90491,-2.1548,-0.006390273,48627,1.161546914,0.011565836,-0.008762752,2021/1/29 16:02
334.99,337.9899,338,334.7,55576,2.9447,0.008788963,-34915,-0.385839476,0.009849417,0.008953717,2021/1/29 16:03
337.495,336.11,338,333,64877,-1.8799,-0.005562001,9301,0.167356413,0.014793341,-0.004097756,2021/1/29 16:04
336.85,333.7773,337,333.3301,56127,-2.3327,-0.006940287,-8750,-0.134870601,0.010918747,-0.009141948,2021/1/29 16:05
335,328.0001,335.01,327.6186,100877,-5.7772,-0.017308547,44750,0.797298983,0.022144705,-0.020971768,2021/1/29 16:06
328,326.7787,328.61,320.0101,120384,-1.2214,-0.003723779,19507,0.193374109,0.026219199,-0.003723474,2021/1/29 16:07
326.7699,323.1968,328.94,323.1968,64073,-3.5819,-0.010961241,-56311,-0.467761497,0.017575197,-0.010934311,2021/1/29 16:08
324.236,322,324.49,317.5661,98595,-1.1968,-0.003703007,34522,0.538791691,0.02142317,-0.006918385,2021/1/29 16:09
323.8143,325.56,326,321.7338,53035,3.56,0.011055901,-45560,-0.462092398,0.013249068,0.005421429,2021/1/29 16:10
325.56,326.8894,327.69,324.5,52212,1.3294,0.004083425,-823,-0.015518054,0.009798501,0.004083425,2021/1/29 16:11
326.5855,328,328,325.21,44678,1.1106,0.003397479,-7534,-0.14429633,0.008534997,0.004327152,2021/1/29 16:12
327.1109,331.09,332,327.0001,68736,3.09,0.009420732,24058,0.538475312,0.015243598,0.012131402,2021/1/29 16:13
331.09,330.87,331.5,328.03,51314,-0.22,-0.000664472,-17422,-0.253462523,0.010480534,-0.000664472,2021/1/29 16:14
330.9999,330.8882,331.9999,330,34862,0.0182,5.50E-05,-16452,-0.320614257,0.006044368,-0.000337595,2021/1/29 16:15
330.8882,330.696,331.4999,330,44140,-0.1922,-0.000580861,9278,0.266135047,0.004532951,-0.000580861,2021/1/29 16:16
330.881,333.89,336.3999,330.881,91707,3.194,0.009658417,47567,1.077639329,0.016688741,0.009098991,2021/1/29 16:17
333.555,337.7086,341,333.555,129286,3.8186,0.011436701,37579,0.409772427,0.022297763,0.012440025,2021/1/29 16:18
337.055,338.1506,339.5899,334.4853,62979,0.442,0.001308821,-66307,-0.51287069,0.015115398,0.003244217,2021/1/29 16:19
339.209,335.6,339.99,335.3337,68280,-2.5506,-0.007542793,5301,0.084170914,0.0137699,-0.010672759,2021/1/29 16:20
335.1912,335.9999,337.8,335,55711,0.3999,0.001191597,-12569,-0.184080258,0.008343266,0.002409714,2021/1/29 16:21
335.69,338,338,335.17,54053,2.0001,0.00595268,-1658,-0.029760729,0.008422622,0.006875002,2021/1/29 16:22
338.5,337.73,339.27,336.65,47152,-0.27,-0.000798817,-6901,-0.12767099,0.007751479,-0.002278107,2021/1/29 16:23
337,334.865,337.01,331.07,97867,-2.865,-0.008483108,50715,1.075564133,0.017588014,-0.006321618,2021/1/29 16:24
336.1399,334.505,336.2499,333,37660,-0.36,-0.00107506,-60207,-0.615192046,0.009705105,-0.004882266,2021/1/29 16:25
334.505,335,335.7764,333.01,31150,0.495,0.001479799,-6510,-0.172862454,0.00827013,0.001479799,2021/1/29 16:26
335.5,338.73,338.73,334.88,60106,3.73,0.011134328,28956,0.929566613,0.011492537,0.009641791,2021/1/29 16:27
338.1,335.6445,338.7378,333.68,59484,-3.0855,-0.009109025,-622,-0.010348385,0.014931656,-0.007249136,2021/1/29 16:28
335.6665,335.8863,336.9701,334.5105,33351,0.2418,0.000720405,-26133,-0.439328223,0.007327991,0.00065486,2021/1/29 16:29
335.1109,336.9999,337.6083,335.1109,32785,1.1136,0.003315408,-566,-0.016971005,0.007435254,0.005623927,2021/1/29 16:30
336.01,336,337.83,331,75560,-0.9999,-0.002967063,42775,1.304712521,0.020267068,-2.97E-05,2021/1/29 16:31
336.91,335.9248,337,333.4879,25440,-0.0752,-0.00022381,-50120,-0.663313923,0.010452679,-0.002932143,2021/1/29 16:32
335.2471,335.25,335.84,333,41631,-0.6748,-0.002008783,16191,0.636438679,0.008454273,8.63E-06,2021/1/29 16:33
335.1,333.01,336.79,333,41913,-2.24,-0.006681581,282,0.006773798,0.011304996,-0.006234154,2021/1/29 16:34
333.98,336.2999,336.3,333.98,39480,3.2899,0.009879283,-2433,-0.058048815,0.006966758,0.006966457,2021/1/29 16:35
335.22,335.43,335.99,333.23,36590,-0.8699,-0.002586679,-2890,-0.073201621,0.008206961,0.000624443,2021/1/29 16:36
335.8158,343.4199,344.99,334.072,201316,7.9899,0.023819873,164726,4.501940421,0.032549265,0.022669708,2021/1/29 16:37
343.2621,323.6252,343.4199,312.04,325218,-19.7947,-0.057639933,123902,0.615460271,0.091374728,-0.057180437,2021/1/29 16:38
322.2611,328.9801,330,318.1127,114367,5.3549,0.01654661,-210851,-0.648337423,0.036731688,0.020761671,2021/1/29 16:39
329.0421,332.91,333.33,325.6001,130658,3.9299,0.011945707,16291,0.142444936,0.023496558,0.011757246,2021/1/29 16:40
332.8775,330.284,334,330.0001,57413,-2.626,-0.007888018,-73245,-0.560585651,0.012014959,-0.007790394,2021/1/29 16:41
331.0005,332.3,334,330,49585,2.016,0.006103838,-7828,-0.136345427,0.01211079,0.003934493,2021/1/29 16:42
332.305,331.78,333.9982,331,43553,-0.52,-0.001564851,-6032,-0.121649692,0.00902257,-0.001579898,2021/1/29 16:43
332.17,332.35,334,331.46,40880,0.57,0.001718006,-2673,-0.061373499,0.007655675,0.000542528,2021/1/29 16:44
332.235,335.5001,336.52,331.1101,87762,3.1501,0.009478261,46882,1.146819961,0.016277719,0.009824282,2021/1/29 16:45
336.4,335.88,338,333.31,56440,0.3799,0.001132339,-31322,-0.356897063,0.013979131,-0.001549925,2021/1/29 16:46
335.629,334.03,336.2713,334,25135,-1.85,-0.005507919,-31305,-0.554659816,0.006762237,-0.004760629,2021/1/29 16:47
334.13,335.37,335.53,333.43,30963,1.34,0.004011616,5828,0.231867913,0.00628686,0.003712241,2021/1/29 16:48
334.7787,334.03,335.6101,333.26,32857,-1.34,-0.003995587,1894,0.061169783,0.007007484,-0.00223246,2021/1/29 16:49
334.22,334,335.4499,333,42251,-0.03,-8.98E-05,9394,0.285905591,0.007334371,-0.000658623,2021/1/29 16:50
334.36,334.53,335.56,333.01,28799,0.53,0.001586826,-13452,-0.318382997,0.007634731,0.000508982,2021/1/29 16:51
334.8199,334.5,335.467,333.1113,34552,-0.03,-8.97E-05,5753,0.199763881,0.00704182,-0.000956267,2021/1/29 16:52
334.53,337,337,333.79,44083,2.5,0.007473842,9531,0.275845103,0.009596413,0.007384155,2021/1/29 16:53
336.89,336.72,341.41,336.1201,126628,-0.28,-0.000830861,82545,1.872490529,0.015697033,-0.000504451,2021/1/29 16:54
337.165,337,338.31,333.6,70019,0.28,0.000831551,-56609,-0.447049626,0.013987883,-0.000490021,2021/1/29 16:55
337,337.5,338.57,335.4301,39855,0.5,0.00148368,-30164,-0.430797355,0.009317211,0.00148368,2021/1/29 16:56
337.9,337.0049,339.3177,337,42325,-0.4951,-0.001466963,2470,0.061974658,0.006867259,-0.002652148,2021/1/29 16:57
336.51,337,338.8607,335,45189,-0.0049,-1.45E-05,2864,0.067666864,0.011455917,0.001453985,2021/1/29 16:58
337,340.1656,341.8599,336.52,74275,3.1656,0.009393472,29086,0.643652216,0.015845401,0.009393472,2021/1/29 16:59
339.8802,341.5,343.99,338.2001,88386,1.3344,0.003922795,14111,0.189983171,0.017020828,0.004761798,2021/1/29 17:00
342.52,348,349,341.6676,164783,6.5,0.019033675,76397,0.864356346,0.021471157,0.016046852,2021/1/29 17:01
347.4597,341.43,349,338,122639,-6.57,-0.01887931,-42144,-0.255754538,0.031609195,-0.017326724,2021/1/29 17:02
342.21,348.46,348.99,341.4301,78933,7.03,0.020589872,-43706,-0.356379292,0.022141874,0.018305363,2021/1/29 17:03
348.2315,355.4921,359.9,345.91,282572,7.0321,0.020180509,203639,2.579896875,0.04014808,0.020836251,2021/1/29 17:04
358.1099,367.6101,368.99,355.52,265903,12.118,0.034087959,-16669,-0.058990275,0.037891137,0.026724082,2021/1/29 17:05
367.985,375,377,358,276160,7.3899,0.020102549,10257,0.038574217,0.051685196,0.019082718,2021/1/29 17:06
374.44,368.09,376.9899,365,160144,-6.91,-0.018426667,-116016,-0.420104287,0.031973067,-0.016933333,2021/1/29 17:07
368.82,362.68,370,350.2501,230637,-5.41,-0.014697492,70493,0.440185083,0.053655084,-0.016680703,2021/1/29 17:08
362.63,360.7928,364.9636,355.1201,109787,-1.8872,-0.005203485,-120850,-0.523983576,0.027141006,-0.005065623,2021/1/29 17:09
